ID,English
ACT2_01_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Let's go! Time is money Mercurio.
ACT2_01_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,You heard Festien. Let's go find that Spy Master.
ACT2_01_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Journey to <quest_tile> to recruit the Spy Master.
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Play Rangers on <prologue_tile> to Scout it.
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"The Eagle Flag indicates Scouted tiles, Scouting reveals Stealthed Creatures."
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Wait! I don't want to stop and rest without knowing where Thane is lurking.
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"There! Thane's hiding in the woods. Don't worry. Come sunrise, the King's Guard will find him."
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"Here, use this gold to hire Rangers. Scout around Duncastle. That's where he was last seen."
ACT2_02_FIRSTPLAINSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Play Rangers to <prologue_tile>.
ACT2_02_FIRSTPLAINSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"I don't like that there's been no news, not even iron ore prices from the Wolf Clan, this isn't normal, we should send Rangers to <prologue_tile> to see what's happening there."
ACT2_02_FIRSTPLAINSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"Well it seems Thane from the Wolf Clan is out on the prowl and hiding in that forest, it, looks like he'll regain control of <prologue_tile> for the Wolf Clan, we should keep an eye on what Thane is up to."
ACT2_03_ADJACENTTOQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Play <card> on <prologue_tile>.
ACT2_03_ADJACENTTOQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,There must be a card you can play to clear out these King's Guard we can't meet the informant with them there.
ACT2_03_ADJACENTTOQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"That was too brutal the citizens rebelled and the King's Guards cut them down before being forced out, Very bad for business, very bad indeed. At least you can claim some Prestige for restoring order here."
ACT2_04_SECONDTURNSTARTTURNKINGSGUARD1_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Death to the Traitor!
ACT2_05_SECONDTURNENDTURNKINGSGUARD2_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,The Settlement of Southbank is in lockdown by order of the King. We're looking for accomplices.
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Thane has played a trickery card to this settlement as a peril.
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,A peril is a trap. Enter the tile and you'll face its challenge.
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,"Fail, and you'll trigger the card's effect."
ACT2_06_SECONDTURNENDTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,A peril? In Sprucevale? What is Thane up to?
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Play False Orders to the King's Guard on <prologue_tile>.
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"This is your Prestige, it reflects your renown in the realm."
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,Play Crooks to Thane to kill him and claim the Bounty.
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,"Killing another Hero awards you +1 Prestige. Claiming Bounties awards you with bonus prestige and gold, based on how Wanted they are!"
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,"You can play cards to other creatures, just like you played Disguise to yourself."
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,We'll gain prestige in the Kingdom by claiming the Bounty on Thane's head.
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,I know a few crooks who will be happy to do our dirty work.
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"Instead, let's organise some False Orders. That Bounty got you some gold, which will let us contact some serious underworld figures."
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,No matter. Forget the Peril. Thane is exposed. Let's claim that Bounty!
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_4_ADVICE_TEXT,"Now, let's deal with the Spymaster."
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_5_ADVICE_TEXT,We'll need to lift the lockdown. Don't attack the King's Guard! We'll end up with a Bounty too.
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_6_ADVICE_TEXT,"Done! That's gold in our pockets, and Prestige to your name!"
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,End your turn.
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Recruit the Spy Master. She will give you the ability to see other heroes' quest locations.
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"Now that your name has some weight, you might be able to pass through some False Orders."
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Information comes at a cost, Mercurio."
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,Thane's heading to the mountains. Hmmm. This could complicate things.
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,Give me some time to speak to my contacts. Rest a while.
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,I've heard whispers. I know where we must go.
ACT2_10_STAGE2STARTTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"When a hero dies, their turn ends, they lose one Prestige and return to their clan grounds."
ACT2_10_STAGE2STARTTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,You can play cards even when it is not your turn. Play the Mercenaries Peril to <prologue_tile>.
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Thane's back at his Clan Grounds. He's still heading towards the Winterhorn Mountains.
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,I'm inclined to interfere with his plans. But we can't affect him while he's moving.
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,That's no problem. We simply act where we know he'll be.
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,Hire some Mercenaries to lie in wait in Fleetfoot Hills. That'll cut him off from the mountains.
ACT2_11_STAGE2ENDTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Well done! That slowed him down.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Journey to <quest_tile> to meet the Spymaster's contact.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Strategist is an Instant Trickery card.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,It costs 3 Gold to play.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,This is the card's effect.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,This is the card's Armello symbol.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,Use Strategist on yourself to increase your AP.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Here is a Strategist card. Use it to help us get to <quest_tile> faster.
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,We can now reach <quest_tile> without needing to stop and rest.
ACT2_13_LOCALPLAYERFAILPERIL_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Thane stole your Adventurer's Kit. I had my lunch in there!
ACT2_14_CAPTURESECONDSETTLEMENT_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Claiming more than one Settlement further increases your Gold income and provides a Gold discount to Trickery Cards.
ACT2_15_COMPLETESECONDQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,End your turn.
ACT2_15_COMPLETESECONDQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,We have information. Now we plan our next move.
ACT2_16_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,By the Wyld! That was a Lightning Strike Spell! Why would The King attack the prince of the Wolf Clan?
ACT2_16_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"Quick! We need to report back. With the King acting so strange, we must tread very carefully."
ACT2_16_KINGSTRIKETHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Did you see that! That was a Lightning Strike Spell Peril the King cast, powerful Magic, this is very worrying."
ACT2_16_KINGSTRIKETHANE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"We should report back to Rat Clan for more instructions, the King seems involved now and we need to tread carefuly."
ACT2_ADJACENTTOPERILSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Remember, we'll have to face Thane's peril when we enter <quest_tile>, but there's no other option."
ACT2_ATTEMPTATTACKKINGSGUARDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Let's avoid attacking King's Guards for the moment - we don't want to antagonize the King unnecessarily.
ACT2_ATTEMPTATTACKTHANESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Are you crazy? Attack Thane of the Wolf Clan? No way! He'll cut us to ribbons!
ACT2_ATTEMPTENTERDUNGEONSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Let's stay out of Dungeons for the moment Mercurio, they might be dangerous!"
ACT2_ATTEMPTENTERPALACESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"The Palace is the King's domain, we mustn't enter without a good reason."
ACT2_CARDCOMMSITM13SEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,The Adventurer's Kit provides +1 Bonus Die in Perils.
ACT2_LOADOUTCOMMSCLN_NIGHTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,The Rat Clan's affinity is the night. They get +1 dice when facing challenges at night.
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,This is the Peril that Thane played - You have a chance to avoid it.
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"Perils range in difficulty, some are harder than others, the more symbols a Peril has the harder it is to defeat."
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,The dice you roll need to match each one of these Peril symbols.
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,"Heroes use Wits to counter Trickery Perils, your Wits determines how many dice you roll."
ACT2_PERIL_01_SHOWWITSDICESEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"Heroes use Wits to counter Trickery Perils, your Wits determines how many dice you roll."
ACT2_PERIL_05_STARTBURNDOWNTIMERSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Now Roll your dice.
ACT3_01_FIRSTKINGTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Traitors and spies abound. I have been lenient for far too long.
ACT3_01_FIRSTKINGTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,This is how I am repaid by the very Clans I united! You force me to take drastic measures.
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Your Hero's Power is shown on your Hero Shelf.
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"You will Explore a Dungeon by moving onto it, Dungeons are full of dangers and rewards."
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,Your Hero's Power is shown on your Hero Shelf.
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,"You will Explore a Dungeon by moving onto it, Dungeons are full of dangers and rewards."
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"I know you were keen to go treasure hunting, but it looks like those plans might need to go on hold."
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"But maybe we've got time to search a dungeon or two, it is your speciality."
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,We'll build influence by Exploring and seeking out Treasures and Followers.
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,Let's get going... Although I would like to maybe have a cup of Wyldweed tea. No? Fine.
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,This is your Spirit. It measures how attuned you are to the magical energies in Armello.
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,This is a Spirit Quest. Increasing your Spirit will allow you to cast more powerful Spells and increase your Spell range.
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,Spirit also represents how much Magic energy you will generate every Dusk.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Head to <quest_tile> dungeon.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,This is a Spell card.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,It costs Magic to play.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,Your Spirit determines how far you can play Spell cards.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,This is Magic. It's used to play Spell cards and is refilled every Dusk.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,Play Focus to yourself.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_5_PROMPT_TEXT,This is your Magic. It is used to play Spell cards and is refilled every Dusk.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"A Bard, a chance at treasure and probably danger as well. I might just stay outside if that's okay."
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,I've heard that there's some strange old magic at work in there.
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"Then again, you've got strange magic yourself..."
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,You should Focus your magic. It will help you in the quest ahead.
ACT3_06_FIRSTEXPLORESEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"This is the Explore coin toss, it represents the chance of finding particular rewards or dangers."
ACT3_07_AICOMPLETEQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"This is the Explore coin toss, it represents the chance of finding particular rewards or dangers."
ACT3_08_AIENDTURNSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,You did it Amber! Yes! The King will call you to his side next dawn.
ACT3_08_AIENDTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"Mercurio has the highest Prestige of any hero. This makes him the ""Prestige Leader""."
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"These are the three core decks of Armello, you may draw cards from any Deck."
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"The Items Deck, contains weapons, armour, tools, and consumables to aid you on your journey."
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,Wits determines the number of cards you draw up to each turn.
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,"The Trickery Deck, full of traps, ruses and political manoeuvrings is the perfect deck to slow and undermine your opponents."
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,"The Spell Deck is your source of powerful spells, offensive and defensive, buffs and curses."
ACT3_10_COMPLETEFIRSTQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,End your turn.
ACT3_10_COMPLETEFIRSTQUESTSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,"If you're to regain the King's ear, you'll need to gain prestige. I know a few ways you could get your name out there again."
ACT3_11_AIKINGSDECSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Become Prestige Leader and be summoned to make the King's Declaration.
ACT3_11_AIKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,This is your current Prestige. You need to get more than Mercurio to become the new Prestige Leader.
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Curse it! Look. Mercurio has the King's ear. As prestige leader, he has a say in which laws the King enforces."
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,We need more Prestige than him to gain the Prestige lead and reaffirm the Rabbit Clan's position.
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"Slaying other Heroes, completing Quests and playing Trickery cards are reliable ways to earn Prestige."
ACT3_11_LOCALPLAYERSECONDQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Travel to your next Quest.
ACT3_12_PLAYERKINGSDECSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Select a King's Declaration.
ACT3_12_PLAYERKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,These are two laws the King has put forward for the Prestige Leader to select.
ACT3_12_PLAYERKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,Controlling the King's Declarations is a powerful position to hold.
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,This can't be the same wise King who united the Clans and ruled peacefully for a generation.
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,Wyld save us from the King.
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"I never thought I'd see this day, there's nothing worse than madness..."
ACT3_ATTEMPTENTERPALACESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"The Palace is the King's domain, we mustn't enter without a good reason."
ACT3_FIRSTDUSKSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"Each dusk, your Magic is balanced to match your Spirit."
ACT3_GAINPRESTIGELEADSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Alright Amber, now that you're the Prestige Leader you just need to hang on to it until next dawn!"
ACT3_PRESTIGEHELPERSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,Play Game of Thorns to yourself.
ACT3_PRESTIGEHELPERSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Looks like you're having some trouble Amber - here, have some help!"
ACT3_SETTLEMENTTERRORISEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,"Terrorised Settlements lose their allegiance to any Hero or Clan, and won't generate any income."
ACT3_SETTLEMENTTERRORISEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,"Rescuing a Terrorised Settlement will restore peace and order, earning the Hero +1 Prestige."
ACT3_TERRORIZESETTLEMENT1,"Terrorised Settlements lose their alliegence to any Hero or Clan, and won't generate anyy income."
ACT3_TERRORIZESETTLEMENT2,"Capturing a Terrorised Settlement will restore peace and order, earning the Hero +1 Prestige."
ACT4_01_FIRSTKINGSTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,It's just as I have foreseen. Guards! Find every Spirit Stone. Go! Now!
ACT4_01_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,Boo! Did I scare you? Cos I scared myself. Where are we going again?
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Journey to <quest_tile>.
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,This is no ordinary Spell Card.
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,This Spell does not cost Magic. Casting it will cause you to gain +1 Rot.
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,This is your Rot level.\nCurrently it is zero.
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,"Rot is a dark, powerful and destructive force, it consumes living energy."
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,"When a Hero gains their first point of Rot, they are considered Infected and will suffer -1 Health every Dawn."
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,"Sana! I'm coming too, friend! Long time friend! I won't leave you now friend. We are friends, right?"
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"I found this strange thing, it looks scary. What do you think it means?"
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,"That sounds bad, Sana! Let's avoid the Rot."
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,"Hey so, where are we going again? I forget."
ACT4_02_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Journey to <quest_tile>.
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Collect the Spirit Stone from <prologue_tile>.
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,That's a Spirit Stone! Sana! We should grab it! Keep it safe! Maybe play with it a bit.
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,"And to those that gather the stones almighty, shall come the ultimate power. Wyld and purity."
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,That's what an old Bear mumbled. His breath smelt of fish so I didn't listen.
ACT4_04_COLLECTSPIRITSTONESEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,Journey to <quest_tile>.
