ID,SimplifiedChinese
ACT2_01_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,我们走吧！时间就是金钱，墨丘里奥。
ACT2_01_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,你听到法斯汀的话了。我们去找那个间谍大师。
ACT2_01_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往 <quest_tile> 招募间谍大师。
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,在 <prologue_tile> 上使用巡林者侦察该区域。
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,鹰旗表示该区块已被侦查，被侦查区块中的生物对你不再潜行
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,等等！我不想在不知道塞恩隐藏在哪里的情况下停下来休息。
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,在那里！塞恩藏在树林里。别担心。日出之后，国王守卫会找到他的。
ACT2_02_DEPLETEDACTIONPOINTSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,给，用这些金币招募巡林者。在邓恩城堡附近地域展开侦查。他最后一次现身就是在那里。
ACT2_02_FIRSTPLAINSSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,对 <prologue_tile> 使用游骑兵。
ACT2_02_FIRSTPLAINSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,一点消息都没有，我可不喜欢这样，哪怕知道狼族的铁矿石价格也好啊，这不正常，我们应该派巡林者去 <prologue_tile> 看看到底发生了什么事。
ACT2_02_FIRSTPLAINSSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,狼族的塞恩似乎在外面潜行并躲在那个树林里，看样子他会为了狼族重新控制 <prologue_tile>，我们应当留意塞恩的企图。
ACT2_03_ADJACENTTOQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,在 <prologue_tile> 上施用 <card>。
ACT2_03_ADJACENTTOQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,肯定有一张卡牌你可以使用来清除国王守卫，我们不能在他们在场的情况下会见告密者。
ACT2_03_ADJACENTTOQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,这太残暴了，镇民起义，国王守卫镇压了他们，随后被赶走。这对生意很不利，非常不利。至少你可以因恢复这里的秩序获得一些声望。
ACT2_04_SECONDTURNSTARTTURNKINGSGUARD1_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,叛国者必死！
ACT2_05_SECONDTURNENDTURNKINGSGUARD2_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,南岸聚落已按国王的命令被封锁。我们正在寻找共犯。
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,塞恩已对这个村落施放了一张诡术卡，设下了陷阱。
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,陷阱就是一种圈套。进入地块后，你将面临它的挑战。
ACT2_06_SECONDTURNENDTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,失败，你就会触发卡牌的效果。
ACT2_06_SECONDTURNENDTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,一个陷阱？在云杉谷？塞恩打算干什么？
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,给 <prologue_tile>上的国王守卫使用伪造的命令。
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,这是你的声望，它反映你在整个王国中的名望。
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,用诡术杀死塞恩领取悬赏。
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,杀死另一名英雄奖励你+1声望。领取悬赏会根据目标的通缉程度奖励额外声望和金币！
ACT2_07_SECONDLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,你可以给其他生物施放卡牌，就像对自己施放伪装一样。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,我们领取塞恩的人头悬赏，就能在王国中增加声望。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我认识几个恶棍，他们会很高兴为我们干这些脏活。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,相反，我们要编造一些假命令。悬赏会让你得到一些金币，而这些金币会让我们联系到一些厉害的恶棍。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,没事，别管那个陷阱了。塞恩已暴露了，我们去领悬赏吧！
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_4_ADVICE_TEXT,现在，我们去找间谍大师。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_5_ADVICE_TEXT,我们得解除封锁。不要攻击国王守卫！否则，我们最终也会被悬赏通缉。
ACT2_07_SECONDLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_6_ADVICE_TEXT,搞定了！金币入袋，声望加身！
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,结束回合。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,招募间谍大师。她会传授你看到其他英雄的任务位置的能力。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,既然你现在有了一定的声望，你可以发布一些假命令。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,情报是需要付出代价的，墨丘里奥。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,塞恩正在向大山进发。嗯。这将会使形势更加复杂。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,给我点时间，让我和我的接头人沟通一下。休息一会。
ACT2_08_COMPLETEFIRSTQUESTSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,我听到了一些传闻。我知道我们必须去哪里。
ACT2_10_STAGE2STARTTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,英雄死亡时，其回合结束，失去1点声望并返回其部族领地。
ACT2_10_STAGE2STARTTURNTHANE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,即使不是你的回合，你也可以施放卡牌。给 <prologue_tile> 应用雇佣兵卡牌设置陷阱。
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,塞恩回到了他的部族领地。他仍然在向着冬角山前进。
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我打算阻止他的计划。但是塞恩在移动时不受影响。
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,这不成问题。我们只需在他必然会出现的地方动手。
ACT2_10_STAGE2STARTTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,雇一些雇佣兵在疾行山埋伏以待。这样会切断他上山的去路。
ACT2_11_STAGE2ENDTURNTHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,干得不错！这样会减缓他的速度。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,去 <quest_tile> 见间谍大师的接头人。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,战略家相当于一张即时诡术卡牌。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,应用它需花费 3 个金币。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,这是卡牌的效果。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,这是卡牌的阿门罗符号。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,对自己施用战略家卡牌增加你的行动点（AP）。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,这里有一张战略家卡牌。使用它帮助我们更快速地到达 <quest_tile>。
ACT2_12_STAGE2FIRSTLOCALPLAYERTURN_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我们现在无需停歇即可到达 <quest_tile>。
ACT2_13_LOCALPLAYERFAILPERIL_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,塞恩偷了你的冒险者套装。我的午餐装在那里面！
ACT2_14_CAPTURESECONDSETTLEMENT_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,占领更多聚落，进一步增加你的金币收入并可获得诡术卡牌的金币折扣。
ACT2_15_COMPLETESECONDQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,结束回合。
ACT2_15_COMPLETESECONDQUESTSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,我们获得情报。现在计划下一步行动。
ACT2_16_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,怀尔德在上！那是雷击法术！国王为什么要攻击狼族的王子？
ACT2_16_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,快！我们得赶紧回去复命。国王举止如此怪异，我们必须格外谨慎。
ACT2_16_KINGSTRIKETHANE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,你看到那个了吗！那是国王施展的雷击法术，强大的魔法，这令人非常担心。
ACT2_16_KINGSTRIKETHANE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我们应该回报鼠族以获取更多指示。国王如今似乎牵涉其中，我们必须谨慎行事。
ACT2_ADJACENTTOPERILSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,记住，当我们进入 <quest_tile> 时，我们得面对塞恩设置的陷阱，但是这别无选择。
ACT2_ATTEMPTATTACKKINGSGUARDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,我们暂时不要攻击国王守卫 - 我们没必要对国王进行无谓的反抗。
ACT2_ATTEMPTATTACKTHANESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,你疯了吗？攻击狼族的塞恩？不可能！他会将我们剁成肉丝！
ACT2_ATTEMPTENTERDUNGEONSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,墨丘里奥，我们现在先别靠近地牢，那里可能很危险！
ACT2_ATTEMPTENTERPALACESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,王宫是国王的领地，没有正当理由我们不能进入。
ACT2_CARDCOMMSITM13SEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,会在陷阱中使用冒险者套装，悬赏骰子＋1。
ACT2_LOADOUTCOMMSCLN_NIGHTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,鼠族的亲和是黑夜。夜晚面临挑战时，他们获得 +1 骰子。
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是塞恩施放的陷阱卡牌 - 你有机会躲避。
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,陷阱的难度各不相同，有些比另一些更难，陷阱的符号越多就越难通过。
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,你掷的骰子需要与每个陷阱符号匹配。
ACT2_PERIL_00_INITIALSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,英雄使用智力对抗诡术陷阱，你的智力决定你掷的骰子数量。
ACT2_PERIL_01_SHOWWITSDICESEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,英雄使用智力对抗诡术陷阱，你的智力决定你掷的骰子数量。
ACT2_PERIL_05_STARTBURNDOWNTIMERSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,现在，投掷骰子吧。
ACT3_01_FIRSTKINGTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,叛国者、间谍横行。是我宽容太久了。
ACT3_01_FIRSTKINGTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我统一的部族如此回报我！你们迫使我采取严厉的措施。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,英雄能力显示在英雄展架上。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,移动到地牢上即可探索它，地牢中充满了危险和奖励。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,你的英雄能力显示在你的英雄展架上。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,移动到地牢上即可探索它，地牢中充满了危险和奖励。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,我知道你热衷于寻宝，但看来这些计划得先搁置了。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,但是也许我们有时间去搜索一个或两个地牢，这是你的专长。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,我们通过探索和找出宝藏及随从来制造影响力。
ACT3_02_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,我们出发吧……虽然我想先喝杯怀尔德药草茶。不要？好吧。
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是你的灵力。它代表你与阿门罗魔法能量的契合程度。
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,这是一场灵力任务。提升灵力可让你施展更强大的法术并扩大法术范围。
ACT3_03_FIRSTLOCALPLAYERRUMOURSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,灵力也代表你每个黄昏能产生多少魔法能量。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往 <quest_tile> 地牢。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是一张法术卡。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,应用它需花费魔法。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,你的精神决定你应用法术卡的距离。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,这是魔法，用于施放法术卡，每个黄昏都会补充。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,对自己施用专注卡牌。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_5_PROMPT_TEXT,这是你的魔法，用于施放法术卡，每个黄昏都会补充。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,吟游诗人，有宝藏可寻，多半也有危险。可以的话，我还是待在外面。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我听说这里有一些神奇古老魔法正在发生作用。
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,话又说回来，你自己身上就有奇怪的魔法……
ACT3_04_LOCALPLAYERQUESTSPAWNEDSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_3_ADVICE_TEXT,你应该将注意力集中在你的魔法上。这会在以后的任务中帮助你。
ACT3_06_FIRSTEXPLORESEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是投掷探索硬币，它表示找到特定奖励或危险的机率。
ACT3_07_AICOMPLETEQUESTSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是投掷探索硬币，它表示找到特定奖励或危险的机率。
ACT3_08_AIENDTURNSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,你做到了，安布尔！是的！下一日黎明时分，国王将传召你去他身边。
ACT3_08_AIENDTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,墨丘里奥在所有英雄中声望最高，这使他成为了声望领袖。
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是阿门罗的三个核心卡组，你可以从任意卡组抽取卡牌。
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,装备卡组包含武器、盔甲、工具和消耗品，在旅途中为你提供协助。
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,智力决定你每个回合可抽取的卡牌数量。
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,诡术卡组包含了陷阱、诡术和政治谋略，是阻碍和暗中破坏对手的完美卡组。
ACT3_09_STARTFIRSTCARDDRAWSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,法术卡组是获得强大法术、攻防、增益和诅咒的来源。
ACT3_10_COMPLETEFIRSTQUESTSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,结束回合。
ACT3_10_COMPLETEFIRSTQUESTSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,如果你想让国王再次倾听你，就需要提升声望。我有几个办法能让你的名声再次传开。
ACT3_11_AIKINGSDECSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,成为声望领袖，被传召做出国王的宣言。
ACT3_11_AIKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是你目前的声望。你需要超过墨丘里奥才能成为新的声望领袖。
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,该死！看，墨丘里奥深得国王信任。作为声望领袖，国王执行哪些法律他也有话语权。
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我们需要比他更高的声望才能取得领先，并重申兔族的地位。
ACT3_11_AIKINGSDECSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,击杀其他英雄、完成任务和使用诡术卡是赚取声望的可靠途径。
ACT3_11_LOCALPLAYERSECONDQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往你的下一个任务。
ACT3_12_PLAYERKINGSDECSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,选择国王的宣言。
ACT3_12_PLAYERKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是国王提出、供声望领袖选择的两部法律。
ACT3_12_PLAYERKINGSDECSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,掌控国王的宣言是一项举足轻重的权位。
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,这不可能是那位联合各部族、和平统治了一代的贤明国王。
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,愿怀尔德将我们从国王手中拯救出来。
ACT3_13_COMPLETESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,我从未想过自己能看到这一天，没有什么比疯狂更为恐怖……
ACT3_ATTEMPTENTERPALACESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,王宫是国王的领地，没有正当理由我们不能进入。
ACT3_FIRSTDUSKSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,每个黄昏，你的魔法都会补足至与灵力相同。
ACT3_GAINPRESTIGELEADSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,好了安布尔，你现在是声望领袖了，只需坚持到下一个黎明！
ACT3_PRESTIGEHELPERSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,对自己施用荆棘游戏卡牌。
ACT3_PRESTIGEHELPERSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,看样子你有麻烦了，安布尔 - 这里，有一些帮助！
ACT3_SETTLEMENTTERRORISEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,被摧毁的聚落不再效忠任何英雄或部族，也不会产生任何收入。
ACT3_SETTLEMENTTERRORISEDSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,拯救被摧毁的聚落可恢复和平与秩序，为英雄赢得 +1 声望。
ACT3_TERRORIZESETTLEMENT1,被摧毁的聚落不再效忠任何英雄或部族，也不会产生任何收入。
ACT3_TERRORIZESETTLEMENT2,夺取被摧毁的聚落可恢复和平与秩序，为英雄赢得 +1 声望。
ACT4_01_FIRSTKINGSTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,这和我预见的一样。守卫！搜集所有灵石。出发！马上！
ACT4_01_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,额！我吓到你了？我是被自己吓到了。我们还要去哪里？
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往 <quest_tile>。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_0_PROMPT_TEXT,这是一张不寻常的法术卡。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_1_PROMPT_TEXT,这张法术不消耗魔法。施放它会使你获得 +1 腐化。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_2_PROMPT_TEXT,这是你的腐化等级。\n目前为零。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_3_PROMPT_TEXT,腐化是一种黑暗、强大的毁灭性力量，它消耗生命能量。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_FOCUSADVICESEQUENCEELEMENTS_4_PROMPT_TEXT,英雄获得第一点腐化后即视为已感染，且每个黎明失去 1 点生命。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,萨娜！我也去，朋友！老朋友！我现在不会丢下你的。我们是好朋友，对吧？
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,我发现了这个奇怪的东西，看上去很恐怖。你觉得这是什么意思？
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,听起来不妙，萨娜！我们要避开腐化。
ACT4_02_FIRSTLOCALPLAYERTURNSEQUENCE_SETCUSTOMCITIZENSEQUENCEELEMENTS_0_QUESTDESCRIPTION_TEXT,既然这样，那我们要去哪里？我忘了。
ACT4_02_LOCALPLAYERQUESTSPAWNEDSEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往 <quest_tile>。
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,从 <prologue_tile> 收集灵石。
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,那是灵石！萨娜！我们该把它拿走！好好保管！也许还能玩一玩。
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_1_ADVICE_TEXT,而集齐灵石之人，将获得终极力量——怀尔德与纯净。
ACT4_03_ADJACENTTOSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_2_ADVICE_TEXT,一只老熊嘟哝着说了这些话。他的呼吸有鱼的味道，所以我并没有听。
ACT4_04_COLLECTSPIRITSTONESEQUENCE_CHANGEMETAADVICESEQUENCEELEMENTS_0_ADVICE_TEXT,前往 <quest_tile>。
ACT4_04_COLLECTSPIRITSTONESEQUENCE_PROLOGUEADVISORSEQUENCEELEMENTS_0_ADVICE_TEXT,一块灵石！是的！我能摸摸吗？
